name,City,Country,Latitude,Longitude,awardYear,category,motivation,prizeAmount,birthYear,birthMonth,birthDay
Daniel Nathans,"Wilmington, DE",USA,39.74413,-75.548713,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,1928,10,30
Dario Fo,Leggiuno-Sangiano,Italy,45.875,8.6217,1997,Literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,7500000,1926,3,24
David Baltimore,"New York, NY",USA,40.715758,-74.0113,1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,630000,1938,3,7
David Card,Guelph,Canada,43.546051,-80.249329,2021,Economic Sciences,for his empirical contributions to labour economics,10000000,1956,0,0
David H. Hubel,"Windsor, ON",Canada,42.296495,-83.025543,1981,Physiology or Medicine,for their discoveries concerning information processing in the visual system,1000000,1926,2,27
David J. Gross,"Washington, D.C.",USA,38.899065,-77.036523,2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,10000000,1941,2,19
David J. Thouless,Bearsden,United Kingdom,55.919238,-4.333202,2016,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter,8000000,1934,9,21
David J. Wineland,"Milwaukee, WI",USA,43.05,-87.95,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,8000000,1944,2,24
David Julius,"New York, NY",USA,40.715758,-74.0113,2021,Physiology or Medicine,for their discoveries of receptors for temperature and touch,10000000,1955,11,4
David M. Lee,"Rye, NY",USA,40.98082,-73.684296,1996,Physics,for their discovery of superfluidity in helium-3,7400000,1931,1,20
David Trimble,Belfast,Northern Ireland,54.596439,-5.930276,1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,7600000,1944,10,15
David W.C. MacMillan,Bellshill,United Kingdom,55.820556,-4.028333,2021,Chemistry,for the development of asymmetric organocatalysis,10000000,1968,3,16
Denis Mukwege,Bukavu,Belgian Congo,-2.5,28.866667,2018,Peace,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,9000000,1955,3,1
Dennis Gabor,Budapest,Hungary,47.497799,19.038285,1971,Physics,for his invention and development of the holographic method,450000,1900,6,5
Derek H. R. Barton,Gravesend,United Kingdom,51.441667,0.368611,1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,375000,1918,9,8
Derek Walcott,Castries,Saint Lucia,14.016667,-60.983333,1992,Literature,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",6500000,1930,1,23
Desmond Mpilo Tutu,Klerksdorp,South Africa,-26.866667,26.666667,1984,Peace,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,1650000,1931,10,7
Dickinson W. Richards,"Orange, NJ",USA,40.768056,-74.236111,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,200123,1895,10,30
Didier Queloz,Geneva,Switzerland,46.203397,6.145957,2019,Physics,for the discovery of an exoplanet orbiting a solar-type star,9000000,1966,2,23
Dmitry Andreyevich Muratov,Kubyshev,USSR,53.202778,50.140833,2021,Peace,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",10000000,1961,0,0
Donald Arthur Glaser,"Cleveland, OH",USA,41.496386,-81.710675,1960,Physics,for the invention of the bubble chamber,225987,1926,9,21
Donald J. Cram,"Chester, VT",USA,43.288056,-72.615,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,2175000,1919,4,22
Donna Strickland,Guelph,Canada,43.546051,-80.249329,2018,Physics,"for their method of generating high-intensity, ultra-short optical pulses",9000000,1959,5,27
Doris Lessing,Kermanshah,Persia,34.331005,47.077675,2007,Literature,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",10000000,1919,10,22
Dorothy Crowfoot Hodgkin,Cairo,Egypt,30.044388,31.235725,1964,Chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances,273000,1910,5,12
Douglas D. Osheroff,"Aberdeen, WA",USA,46.975372,-123.81572,1996,Physics,for their discovery of superfluidity in helium-3,7400000,1945,8,1
Douglas W. Diamond,"Chicago, IL",USA,41.876228,-87.638416,2022,Economic Sciences,for research on banks and financial crises,10000000,1953,10,25
Douglass C. North,"Cambridge, MA",USA,42.374024,-71.107306,1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,6700000,1920,11,5
Drew Weissman,"Lexington, MA",USA,42.447317,-71.2245,2023,Physiology or Medicine,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,11000000,1959,9,7
Dudley R. Herschbach,"San José, CA",USA,37.336189,-121.890579,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes,2000000,1932,6,18
E. Donnall Thomas,"Mart, TX",USA,31.5425,-96.831111,1990,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,4000000,1920,3,15
Edward Mills Purcell,"Taylorville, IL",USA,39.540833,-89.288056,1952,Physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,171135,1912,8,30
"Earl W. Sutherland, Jr.","Burlingame, KS",USA,38.750833,-95.835833,1971,Physiology or Medicine,for his discoveries concerning the mechanisms of the action of hormones,450000,1915,11,19
Edgar Douglas Adrian,London,United Kingdom,51.510235,-0.120852,1932,Physiology or Medicine,for their discoveries regarding the functions of neurons,171753,1889,11,30
Edmond H. Fischer,Shanghai,China,31.23441,121.490343,1992,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,6500000,1920,4,6
Edmund S. Phelps,"Evanston, IL",USA,42.045791,-87.686963,2006,Economic Sciences,for his analysis of intertemporal tradeoffs in macroeconomic policy,10000000,1933,7,26
Eduard Buchner,Munich,Bavaria,48.134703,11.581995,1907,Chemistry,for his biochemical researches and his discovery of cell-free fermentation,138796,1860,5,20
Edvard I. Moser,Ålesund,Norway,62.471239,6.154239,2014,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,8000000,1962,4,27
Edward Adelbert Doisy,"Hume, IL",USA,39.796694,-87.868611,1943,Physiology or Medicine,for his discovery of the chemical nature of vitamin K,123691,1893,11,13
Edward B. Lewis,"Wilkes-Barre, PA",USA,41.244444,-75.878056,1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,7200000,1918,5,20
Edward Calvin Kendall,"South Norwalk, CT",USA,41.093611,-73.418611,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,1886,3,8
Edward C. Prescott,"Glens Falls, NY",USA,43.312222,-73.648333,2004,Economic Sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,10000000,1940,12,26
Edward Lawrie Tatum,"Boulder, CO",USA,40.014316,-105.269847,1958,Physiology or Medicine,for their discovery that genes act by regulating definite chemical events,214559,1909,12,14
Sir Edward Victor Appleton,Bradford,United Kingdom,53.794,-1.751,1947,Physics,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,146115,1892,9,6
Edwin G. Krebs,"Lansing, IA",USA,43.361389,-91.223333,1992,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,6500000,1918,6,6
Edwin Mattison McMillan,"Redondo Beach, CA",USA,33.856389,-118.376944,1951,Chemistry,for their discoveries in the chemistry of the transuranium elements,167612,1907,9,18
António Caetano de Abreu Freire Egas Moniz,Avanca,Portugal,40.806589,-8.572261,1949,Physiology or Medicine,for his discovery of the therapeutic value of leucotomy in certain psychoses,156290,1874,11,29
Ei-ichi Negishi,Changchun,China,43.9,125.2,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,10000000,1935,7,14
Eisaku Sato,Tabuse,Japan,33.954694,132.041417,1974,Peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,550000,1901,3,27
Elfriede Jelinek,Mürzzuschlag,Austria,47.605354,15.67238,2004,Literature,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,10000000,1946,10,20
Elias Canetti,Ruse,Bulgaria,43.844532,25.953907,1981,Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1000000,1905,7,25
Elias James Corey,"Methuen, MA",USA,42.7262,-71.190895,1990,Chemistry,for his development of the theory and methodology of organic synthesis,4000000,1928,7,12
Élie Ducommun,Geneva,Switzerland,46.203397,6.145957,1902,Peace,for his untiring and skilful directorship of the Bern Peace Bureau,141847,1833,2,19
Elie Wiesel,Sighet,Romania,47.930944,23.894694,1986,Peace,"for being a messenger to mankind: his message is one of peace, atonement and dignity",2000000,1928,9,30
Elihu Root,"Clinton, NY",USA,44.943056,-73.9475,1912,Peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,140476,1845,2,15
Elinor Ostrom,"Los Angeles, CA",USA,34.062144,-118.225001,2009,Economic Sciences,"for her analysis of economic governance, especially the commons",10000000,1933,8,7
Elizabeth H. Blackburn,"Hobart, Tasmania",Australia,-42.882746,147.326068,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,10000000,1948,11,26
Ellen Johnson Sirleaf,Monrovia,Liberia,6.297724,-10.779029,2011,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,1938,10,29
Hermann Emil Fischer,Euskirchen,Prussia,50.661278,6.787256,1902,Chemistry,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses,141847,1852,10,9
Emil Adolf von Behring,Hansdorf,Prussia,53.58266,19.656639,1901,Physiology or Medicine,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",150782,1854,3,15
Emilio Gino Segrè,Tivoli,Italy,41.959693,12.801692,1959,Physics,for their discovery of the antiproton,220678,1905,2,1
Emily Greene Balch,"Jamaica Plain, MA",USA,42.36042,-71.05681,1946,Peace,for her lifelong work for the cause of peace,121524,1867,1,8
Emmanuelle Charpentier,Juvisy-sur-Orge,France,48.688333,2.3775,2020,Chemistry,for the development of a method for genome editing,10000000,1968,12,11
Enrico Fermi,Rome,Italy,41.902288,12.506464,1938,Physics,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",155077,1901,9,29
Eric Betzig,"Ann Arbor, MI",USA,42.281061,-83.745758,2014,Chemistry,for the development of super-resolved fluorescence microscopy,8000000,1960,1,13
Eric A. Cornell,"Palo Alto, CA",USA,37.444328,-122.159843,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",10000000,1961,12,19
